PrefabName	DisplayName	NameToken	ItemType	AutoPickup	InZNetScene	MaxStack	Weight
MoldArmorMageChest	Mould: Robes of the Caller	$item_mold_armor_mage_chest	Material	True	True	10	1
MoldArmorMageHelmet	Mould: Headdress of the Caller	$item_mold_armor_mage_helmet	Material	True	True	10	1
MoldArmorMageLegs	Mould: Trousers of the Caller	$item_mold_armor_mage_legs	Material	True	True	10	1
MoldArmormediumChest	Mould: Chestpiece of the Vanguard	$item_mold_armor_medium_chest	Material	True	True	10	1
MoldArmorMediumHelmet	Mould: Hood of the Vanguard	$item_mold_armor_medium_helmet	Material	True	True	10	1
MoldArmorMediumLegs	Mould: Trousers of the Vanguard	$item_mold_armor_medium_legs	Material	True	True	10	1
MoldAtgeir	Mould: Nord Atgeir	$item_mold_atgeir	Material	True	True	10	1
MoldAxe	Mould: Nord Axe	$item_mold_axe	Material	True	True	10	1
MoldAxe2H	Mould: Nord Greataxe	$item_mold_axe2h	Material	True	True	10	1
MoldBow	Mould: Nord Bow	$item_mold_bow	Material	True	True	10	1
MoldCrossbow	Mould: Nord Crossbow	$item_mold_crossbow	Material	True	True	10	1
MoldFistweapon	Mould: Nord Knucklechains	$item_mold_fistweapon	Material	True	True	10	1
MoldKeys	Mould: Intricate Key	$item_mold_keys	Material	True	True	10	1
MoldKnife	Mould: Nord Dagger	$item_mold_knife	Material	True	True	10	1
MoldMace	Mould: Nord Mace	$item_mold_mace	Material	True	True	10	1
MoldMace2H	Mould: Nord Sledge	$item_mold_mace2h	Material	True	True	10	1
MoldShieldBuckler	Mould: Nord Buckler	$item_mold_shield_buckler	Material	True	True	10	1
MoldShieldRound	Mould: Nord Shield	$item_mold_shield_round	Material	True	True	10	1
MoldShieldTower	Mould: Nord Greatshield	$item_mold_shield_tower	Material	True	True	10	1
MoldSmallParts	[item_mold_smallparts]	$item_mold_smallparts	Material	True	True	10	1
MoldSpear	Mould: Nord Spear	$item_mold_spear	Material	True	True	10	1
MoldStafffrostorbs	Mould: Northern Vengeance	$item_mold_stafffrostorbs	Material	True	True	10	1
MoldStaffOrbofAhri	Mould: Echo Spike	$item_mold_stafforbofahri	Material	True	True	10	1
MoldStaffspiritcaller	Mould: Spirit Caller	$item_mold_staffspiritcaller	Material	True	True	10	1
MoldStaffthunderblood	Mould: Lightning Strike	$item_mold_staffthunderblood	Material	True	True	10	1
MoldSword	Mould: Nord Sword	$item_mold_sword	Material	True	True	10	1
MoldSword2H	Mould: Nord Greatsword	$item_mold_sword2h	Material	True	True	10	1
MoleClaws	Long Claws	$item_moleclaws	Material	True	True	50	0.5
MoltenCore	Molten Core	$item_moltencore	Material	True	True	20	1
MooseHide	Moose Hide	$item_moosehide	Material	True	True	50	1
MooseKebab	Meat In Bread	$item_moosekebab	Consumable	True	True	10	1
MooseMeat	Moose Meat	$item_moose_meat	Material	True	True	20	1
MooseSinew	Moose Sinew	$item_moosesinew	Material	True	True	50	0.5
moose_hooves	moose horns	moose horns	OneHandedWeapon	True	False	1	1
moose_horns	moose horns	moose horns	OneHandedWeapon	True	False	1	1
moose_horns_sweep	moose horns	moose horns	OneHandedWeapon	True	False	1	1
MorgenHeart	Morgen Heart	$item_morgenheart	Material	True	True	50	0.5
MorgenSinew	Morgen Sinew	$item_morgensinew	Material	True	True	50	0.5
Morgen_bite	Dragon claw left	Dragon claw left	OneHandedWeapon	True	False	1	1
Morgen_bodyslam	Dragon claw left	Dragon claw left	OneHandedWeapon	True	False	1	1
Morgen_roll_left	Morgen Roll Left	Morgen Roll Left	OneHandedWeapon	True	False	1	1
Morgen_roll_right	Morgen Roll Right	Morgen Roll Right	OneHandedWeapon	True	False	1	1
Morgen_swipe_1	Dragon claw left	Dragon claw left	OneHandedWeapon	True	False	1	1
Morgen_swipe_2	Dragon claw left	Dragon claw left	OneHandedWeapon	True	False	1	1
Morgen_swipe_3	Dragon claw left	Dragon claw left	OneHandedWeapon	True	False	1	1
Morgen_swipe_4	Dragon claw left	Dragon claw left	OneHandedWeapon	True	False	1	1
Morgen_swipe_5	Dragon claw left	Dragon claw left	OneHandedWeapon	True	False	1	1
Morgen_swipe_6	Dragon claw left	Dragon claw left	OneHandedWeapon	True	False	1	1
Mushroom	Mushroom	$item_mushroomcommon	Consumable	True	True	50	0.1
MushroomBlue	Blue Mushroom	$item_mushroomblue	Consumable	True	True	50	0.1
MushroomBzerker	Toadstool	$item_mushroom_bzerker	Consumable	True	True	50	0.1
MushroomJotunPuffs	Jotun Puffs	$item_jotunpuffs	Consumable	True	True	50	0.1
MushroomMagecap	Magecap	$item_magecap	Consumable	True	True	50	0.1
MushroomOmelette	Mushroom Omelette	$item_mushroomomelette	Consumable	True	True	10	1
MushroomSmokePuff	Smoke Puff	$item_smokepuff	Consumable	True	True	50	0.1
MushroomYellow	Yellow Mushroom	$item_mushroomyellow	Consumable	True	True	50	0.1
NeckTail	Neck Tail	$item_necktail	Material	True	True	50	0.5
NeckTailGrilled	Grilled Neck Tail	$item_necktailgrilled	Consumable	True	True	20	0.5
Neck_BiteAttack	jaws	jaws	OneHandedWeapon	True	False	1	1
Needle	Needle	$item_needle	Material	True	True	50	0.5
NornThread	Nornathread	$item_nornthread	Material	True	True	50	0.5
Oat	Oats	$item_oat	Consumable	True	True	50	0.1
OatFlour	Oat Flour	$item_oatflour	Misc	True	True	50	0.2
OatmealLingonberryJam	Oatmeal	$item_oatmeallingonberryjam	Consumable	True	True	10	1
OatMilk	Oat Milk	$item_oatmilk	Consumable	True	True	10	1
OatSeeds	Oat Seeds	$item_oatseeds	Material	True	True	100	0.1
Obsidian	Obsidian	$item_obsidian	Material	True	True	50	2
Onion	Onion	$item_onion	Consumable	True	True	50	0.3
OnionSeeds	Onion Seeds	$item_onionseeds	Material	True	True	100	0.1
OnionSoup	Onion Soup	$item_onionsoup	Consumable	True	True	10	1
Ooze	Ooze	$item_ooze	Material	True	True	50	0.5
OozeMork	Dead Pulp	$item_ooze_mork	Material	True	True	50	0.5
OrbFrostFire	Frostfire Essence	$item_orbfrostfire	Material	True	True	50	0.5
OrbThunderBlood	Thunderblood Essence	$item_orbthunderblood	Material	True	True	50	0.5
OvenPancake	Oven Pancake	$item_ovenpancake	Consumable	True	True	10	1
OvenPancakeUncooked	Oven Pancake Batter	$item_ovenpancake_uncooked	Material	True	True	10	1
Pancakes	Pancakes	$item_pancakes	Consumable	True	True	10	1
PickaxeAntler	Antler Pickaxe	$item_pickaxe_antler	TwoHandedWeapon	True	True	1	2
PickaxeBlackMetal	Black Metal Pickaxe	$item_pickaxe_blackmetal	TwoHandedWeapon	True	True	1	2
PickaxeBronze	Bronze Pickaxe	$item_pickaxe_bronze	TwoHandedWeapon	True	True	1	2
PickaxeIron	Iron Pickaxe	$item_pickaxe_iron	TwoHandedWeapon	True	True	1	2
PickaxeStone	Stone Pickaxe	$item_pickaxe_stone	TwoHandedWeapon	True	True	1	2
PineCone	Pine Cone	$item_pinecone	Material	True	True	100	0.1
PiquantPie	Piquant Pie	$item_piquantpie	Consumable	True	True	10	1
PiquantPieUncooked	Uncooked Piquant Pie	$item_piquantpie_uncooked	Material	True	True	10	1
PlayerUnarmed	Unarmed	Unarmed	OneHandedWeapon	True	True	1	1
Poteitr	Poteitr	$item_poteitr	Consumable	True	True	50	0.5
PoteitrSeeds	Seed Poteitr	$item_poteitrseeds	Material	True	True	100	0.1
Pot_Shard_Green	Pot Shard	$item_pot_shard_green	Material	True	True	50	2
Pot_Shard_Red	[item_pot_shard_red]	$item_pot_shard_red	Material	True	True	50	2
PowderedDragonEgg	Powdered Dragon Eggshells	$item_powdereddragonegg	Material	True	True	50	0.5
ProustitePowder	Proustite Powder	$item_proustitepowder	Material	True	True	50	0.5
Pukeberries	Bukeperries	$item_pukeberries	Consumable	True	True	50	0.1
PulledBear	Pulled Bear	$item_pulledbear	Consumable	True	True	10	1
PungentPebbles	Pungent Pebbles	$item_pungentpebbles	Material	True	True	50	0.5
QueenBee	Queen Bee	$item_queenbee	Material	True	True	20	0.2
QueenDrop	Majestic Carapace	$item_seekerqueen_drop	Material	True	True	30	1
QueensJam	Queen's Jam	$item_queensjam	Consumable	True	True	10	1
Raspberry	Raspberries	$item_raspberries	Consumable	True	True	50	0.1
RawMeat	Boar Meat	$item_boar_meat	Material	True	True	20	1
Resin	Resin	$item_resin	Material	True	True	50	0.3
RoastedCrustPie	Roasted Crust Pie	$item_roastedcrustpie	Consumable	True	True	10	1
RoastedCrustPieUncooked	Uncooked Roasted Crust Pie	$item_roastedcrustpie_uncooked	Material	True	True	10	1
Root	Root	$item_root	Material	True	True	50	0.3
RottenMeat	Rotten Meat	$item_meat_rotten	Consumable	True	True	20	0.5
RoundLog	Corewood	$item_roundlog	Material	True	True	50	2
RoyalJelly	Royal Jelly	$item_royaljelly	Consumable	True	True	50	0.1
Ruby	Ruby	$item_ruby	Material	True	True	20	0.1
SaddleAsksvin	Asksvin Saddle	$item_saddleasksvin	Misc	True	True	1	10
SaddleLox	Lox Saddle	$item_saddlelox	Misc	True	True	1	10
SaddleMoose	Moose Saddle	$item_saddlemoose	Misc	True	True	1	10
Salad	Salad	$item_salad	Consumable	True	True	10	1
Sap	Sap	$item_sap	Material	True	True	50	0.2
Sausages	Sausages	$item_sausages	Consumable	True	True	20	0.5
ScaleHide	Scale Hide	$item_scalehide	Material	True	True	50	0.5
ScorchingMedley	Scorching Medley	$item_scorchingmedley	Consumable	True	True	10	1
Scythe	Scythe	$item_scythe	TwoHandedWeapon	True	True	1	2
ScytheHandle	Scythe Handle	$item_scythehandle	Misc	True	True	20	2
SealBlubber	Seal Blubber	$item_blubber	Material	True	True	20	1
SealHide	Seal Pelt	$item_sealhide	Material	True	True	50	0.5
SealSoup	Seal Meat Soup	$item_sealsoup	Consumable	True	True	10	1
SeekerAspic	Seeker Aspic	$item_seekeraspic	Consumable	True	True	10	1
SeekerBrute_bite	Dragon claw left	Dragon claw left	OneHandedWeapon	True	False	1	1
SeekerBrute_groundslam	slap	slap	OneHandedWeapon	True	False	1	1
SeekerBrute_ram	Dragon claw left	Dragon claw left	OneHandedWeapon	True	False	1	1
SeekerBrute_Taunt	Brute taunt	Brute taunt	OneHandedWeapon	True	True	1	1
SeekerQueen_Bite	slap	slap	OneHandedWeapon	True	False	1	1
SeekerQueen_Call	Brute taunt	Brute taunt	OneHandedWeapon	True	True	1	1
SeekerQueen_PierceAOE	slap	slap	OneHandedWeapon	True	False	1	1
SeekerQueen_Rush	slap	slap	OneHandedWeapon	True	False	1	1
SeekerQueen_Slap	slap	slap	OneHandedWeapon	True	False	1	1
SeekerQueen_Spit	dragon breath	dragon breath	OneHandedWeapon	True	False	1	1
SeekerQueen_Teleport	Brute taunt	Brute taunt	OneHandedWeapon	True	True	1	1
seeker_claw_left	Dragon claw left	Dragon claw left	OneHandedWeapon	True	False	1	1
seeker_claw_right	Dragon claw left	Dragon claw left	OneHandedWeapon	True	False	1	1
seeker_groundslam	Dragon claw left	Dragon claw left	OneHandedWeapon	True	False	1	1
seeker_groundslam_flying	Dragon claw left	Dragon claw left	OneHandedWeapon	True	False	1	1
seeker_land	land	land	OneHandedWeapon	True	False	1	1
seeker_pincers	Dragon claw left	Dragon claw left	OneHandedWeapon	True	False	1	1
seeker_takeoff	takeoff	takeoff	OneHandedWeapon	True	False	1	1
SerpentMeat	Serpent Meat	$item_serpentmeat	Material	True	True	50	10
SerpentMeatCooked	Cooked Serpent Meat	$item_serpentmeatcooked	Consumable	True	True	50	10
SerpentScale	Serpent Scale	$item_serpentscale	Material	True	True	50	2
SerpentStew	Serpent Stew	$item_serpentstew	Consumable	True	True	10	1
Serpent_attack	Serpent bite	Serpent bite	OneHandedWeapon	True	False	1	1
Serpent_taunt	Serpent Taunt	Serpent Taunt	OneHandedWeapon	True	False	1	1
SharpeningStone	Sharpening Stone	$item_sharpeningstone	Material	True	True	20	6
ShieldBanded	Banded Shield	$item_shield_banded	Shield	True	True	1	5
ShieldBlackmetal	Black Metal Shield	$item_shield_blackmetal	Shield	True	True	1	5
ShieldBlackmetalTower	Black Metal Tower Shield	$item_shield_blackmetal_tower	Shield	True	True	1	5
ShieldBoneTower	Bone Tower Shield	$item_shield_bonetower	Shield	True	True	1	4
ShieldBronzeBuckler	Bronze Buckler	$item_shield_bronzebuckler	Shield	True	True	1	3
ShieldBucklerGoldUncooked	Cast: Nord Buckler	$item_shield_buckler_gold_uncooked	Material	True	True	10	1
ShieldCarapace	Carapace Shield	$item_shield_carapace	Shield	True	True	1	5
ShieldCarapaceBuckler	Carapace Buckler	$item_shield_carapacebuckler	Shield	True	True	1	5
ShieldCore	Shield Core	$item_shieldcore	Material	True	True	20	1
ShieldFlametal	Flametal Shield	$item_shield_flametal	Shield	True	True	1	5
ShieldFlametalTower	Flametal Tower Shield	$item_shield_flametal_tower	Shield	True	True	1	5
ShieldGold	Nord Shield	$item_shield_gold	Shield	True	True	1	5
ShieldGoldBuckler	Nord Buckler	$item_shield_goldbuckler	Shield	True	True	1	4
ShieldGoldTower	Nord Greatshield	$item_shield_gold_tower	Shield	True	True	1	5
ShieldIronBuckler	Iron Buckler	$item_shield_ironbuckler	Shield	True	True	1	4
ShieldIronSquare	Iron Shield	$item_shield_iron_square	Shield	True	True	1	4
ShieldIronTower	Iron Tower Shield	$item_shield_iron_tower	Shield	True	True	1	4
ShieldKnight	Knight shield UNUSED	$item_shield_knight	Shield	True	True	1	4
ShieldRoots	Shield of Roots	$item_shield_roots	Shield	True	True	1	4
ShieldRoundGoldUncooked	Cast: Nord Shield	$item_shield_round_gold_uncooked	Material	True	True	10	1
ShieldSerpentscale	Serpent Scale Shield	$item_shield_serpentscale	Shield	True	True	1	5
ShieldSilver	Silver Shield	$item_shield_silver	Shield	True	True	1	5
ShieldTowerGoldUncooked	Cast: Nord Greatshield	$item_shield_tower_gold_uncooked	Material	True	True	10	1
ShieldWood	Wood Shield	$item_shield_wood	Shield	True	True	1	4
ShieldWoodTower	Wood Tower Shield	$item_shield_woodtower	Shield	True	True	1	4
ShocklateSmoothie	Muckshake	$item_shocklatesmoothie	Consumable	True	True	10	1
Shovel	Snow Shovel	$item_snowshovel	TwoHandedWeapon	True	True	1	2
Silver	Silver	$item_silver	Material	True	True	30	14
SilverNecklace	Silver Necklace	$item_silvernecklace	Material	True	True	20	0.1
SilverOre	Silver Ore	$item_silverore	Material	True	True	30	14
SizzlingBerryBroth	Sizzling Berry Broth	$item_sizzlingberrybroth	Consumable	True	True	10	1
skeleton_bow	Bow	Bow	Bow	False	True	1	1
skeleton_bow2	Bow	Bow	Bow	False	True	1	1
skeleton_bow_meadows	Bow	Bow	Bow	False	True	1	1
skeleton_bow_mountains	Bow	Bow	Bow	False	True	1	1
skeleton_bow_swamps	Bow	Bow	Bow	False	True	1	1
skeleton_hildir_firenova	Fire Skeleton Sword	Fire Skeleton Sword	OneHandedWeapon	False	True	1	1
skeleton_mace	Dragur axe	Dragur axe	OneHandedWeapon	False	True	1	1
skeleton_mace_DeepNorth	Dragur axe	Dragur axe	OneHandedWeapon	False	True	1	1
skeleton_sword	Dragur axe	Dragur axe	OneHandedWeapon	False	True	1	1
skeleton_sword2	Dragur axe	Dragur axe	OneHandedWeapon	False	True	1	1
skeleton_sword_hildir	Fire Skeleton Sword	Fire Skeleton Sword	OneHandedWeapon	False	True	1	1
skeleton_sword_meadows	Dragur axe	Dragur axe	OneHandedWeapon	False	True	1	1
skeleton_sword_mountains	Dragur axe	Dragur axe	OneHandedWeapon	False	True	1	1
skeleton_sword_swamps	Dragur axe	Dragur axe	OneHandedWeapon	False	True	1	1
SledgeCheat	Cheat sledge	Cheat sledge	TwoHandedWeapon	True	True	1	4
SledgeDemolisher	Demolisher	$item_sledge_demolisher	TwoHandedWeapon	True	True	1	4
SledgeGold	Nord Sledge	$item_sledge_gold	TwoHandedWeapon	True	True	1	4
SledgeGoldUncooked	Cast: Nord Sledge	$item_sledge_gold_uncooked	Material	True	True	1	4
SledgeGold_BloodLightning	Thunderblood Sledge	$item_mace2h_gold_bloodlightning	TwoHandedWeapon	True	True	1	4
SledgeGold_FrostFire	Frostfire Sledge	$item_mace2h_gold_frostfire	TwoHandedWeapon	True	True	1	4
SledgeIron	Iron Sledge	$item_sledge_iron	TwoHandedWeapon	True	True	1	4
SledgeStagbreaker	Stagbreaker	$item_stagbreaker	TwoHandedWeapon	True	True	1	4
SledgeWood	Wooden Sledge	$item_sledge_wood	TwoHandedWeapon	True	True	1	4
SmallPartsGoldUncooked	[item_smallparts_gold_uncooked]	$item_smallparts_gold_uncooked	Material	True	True	10	1
SmokedFish	Smoked Fish	$item_smokedfish	Consumable	True	True	10	1
SmokedMooseMeat	Smoked Moose Meat	$item_smokedmoosemeat	Consumable	True	True	10	1
Snowball	Snowball	$item_snowball	OneHandedWeapon	True	True	50	0.3
SnowballBig	Big Snowball	Big $item_snowball	OneHandedWeapon	True	True	50	0.3
Softtissue	Soft Tissue	$item_softtissue	Material	True	True	40	1
Sparkler	Sparkler	$item_sparkler	Torch	True	True	1	1
SparklingShroomshake	Sparkling Shroomshake	$item_sparklingshroomshake	Consumable	True	True	10	1
SpearBronze	Bronze Spear	$item_spear_bronze	OneHandedWeapon	True	True	1	1.5
SpearCarapace	Carapace Spear	$item_spear_carapace	OneHandedWeapon	True	True	1	1.5
SpearChitin	Abyssal Harpoon	$item_spear_chitin	OneHandedWeapon	True	True	1	1.5
SpearElderbark	Ancient Bark Spear	$item_spear_ancientbark	OneHandedWeapon	True	True	1	1.5
SpearFlint	Flint Spear	$item_spear_flint	OneHandedWeapon	True	True	1	1.5
SpearGold	Nord Spear	$item_spear_gold	OneHandedWeapon	True	True	1	1.5
SpearGoldUncooked	Cast: Nord Spear	$item_spear_gold_uncooked	Material	True	True	1	1.5
SpearGold_BloodLightning	Thunderblood Spear	$item_spear_gold_bloodlightning	OneHandedWeapon	True	True	1	1.5
SpearGold_FrostFire	Frostfire Spear	$item_spear_gold_frostfire	OneHandedWeapon	True	True	1	1.5
SpearSplitner	Splitnir	$item_spear_splitner	OneHandedWeapon	True	True	1	1.5
SpearSplitner_Blood	Splitnir the Bleeding	$item_spear_splitner_blood	OneHandedWeapon	True	True	1	1.5
SpearSplitner_Lightning	Splitnir the Storming	$item_spear_splitner_lightning	OneHandedWeapon	True	True	1	1.5
SpearSplitner_Nature	Splitnir the Primal	$item_spear_splitner_nature	OneHandedWeapon	True	True	1	1.5
SpearWolfFang	Fang Spear	$item_spear_wolffang	OneHandedWeapon	True	True	1	1.5
SpearWood	Wooden Spear	$item_spear_wood	OneHandedWeapon	True	True	1	1.5
SpiceAshlands	Fiery Spice Powder	$item_spiceashlands	Material	True	True	100	0.1
SpiceDeepNorth	Seasoning of the Gourd	$item_spicedeepnorth	Material	True	True	100	0.1
SpiceForests	Woodland Herb Blend	$item_spiceforests	Material	True	True	100	0.1
SpiceMistlands	Herbs of the Hidden Hills	$item_spicemistlands	Material	True	True	100	0.1
SpiceMountains	Mountain Peak Pepper Powder	$item_spicemountains	Material	True	True	100	0.1
SpiceOceans	Seafarer's Herbs	$item_spiceoceans	Material	True	True	100	0.1
SpicePlains	Grasslands Herbalist Harvest	$item_spiceplains	Material	True	True	100	0.1
SpicyMarmalade	Spicy Marmalade	$item_spicymarmalade	Consumable	True	True	10	1
spiritbjorn_bite	bjorn bite	bjorn bite	OneHandedWeapon	True	True	1	1
spiritbjorn_claws	bjorn bite	bjorn bite	OneHandedWeapon	True	True	1	1
spiritbjorn_slam	slap	slap	OneHandedWeapon	True	False	1	1
spiritbjorn_swipe_combo	bjorn bite	bjorn bite	OneHandedWeapon	True	True	1	1
spiritbjorn_swipe_l	bjorn bite	bjorn bite	OneHandedWeapon	True	True	1	1
spiritbjorn_swipe_r	bjorn bite	bjorn bite	OneHandedWeapon	True	True	1	1
spiritboar_base_attack	boar attack1	boar attack1	OneHandedWeapon	True	False	1	1
spiritmoose_hooves	moose horns	moose horns	OneHandedWeapon	True	False	1	1
spiritmoose_horns	moose horns	moose horns	OneHandedWeapon	True	False	1	1
spiritmoose_horns_sweep	moose horns	moose horns	OneHandedWeapon	True	False	1	1
SpiritWolf_Attack1	WolfAttack1	WolfAttack1	OneHandedWeapon	True	False	1	1
SpiritWolf_Attack2	WolfAttack2	WolfAttack2	OneHandedWeapon	True	False	1	1
SpiritWolf_Attack3	WolfAttack3	WolfAttack3	OneHandedWeapon	True	False	1	1
SP_ArmorBronzeChest	Bronze Plate Tunic	$item_chest_bronze	Chest	True	True	1	10
SP_ArmorBronzeLegs	Bronze Plate Leggings	$item_legs_bronze	Legs	True	True	1	10
SP_ArmorDress1	Plain Brown Dress	$item_chest_dress1	Chest	True	True	1	10
SP_ArmorFenringChest	Fenris Coat	$item_chest_fenris	Chest	True	True	1	10
SP_ArmorFenringLegs	Fenris Leggings	$item_legs_fenris	Legs	True	True	1	10
SP_ArmorLeatherLegs	Leather Trousers	$item_legs_leather	Legs	True	True	1	5
SP_ArmorMageChest	Eitr-weave Robe	$item_chest_mage	Chest	True	True	1	5
SP_ArmorMageChest_Ashlands	Robes of Embla	$item_chest_mage_ashlands	Chest	True	True	1	5
SP_ArmorMageLegs	Eitr-weave Trousers	$item_legs_mage	Legs	True	True	1	5
SP_ArmorMageLegs_Ashlands	Trousers of Embla	$item_legs_mage_ashlands	Legs	True	True	1	5
SP_ArmorPaddedCuirass	Padded Cuirass	$item_chest_pcuirass	Chest	True	True	1	10
SP_ArmorPaddedGreaves	Padded Greaves	$item_legs_pgreaves	Legs	True	True	1	10
SP_ArmorTrollLeatherChest	Troll Leather Tunic	$item_chest_trollleather	Chest	True	True	1	5
SP_ArmorTrollLeatherLegs	Troll Leather Trousers	$item_legs_trollleather	Legs	True	True	1	5
SP_ArmorTunic5	Red Tunic with Cape	$item_chest_tunic5	Chest	True	True	1	10
SP_AxeBronze	Bronze Axe	$item_axe_bronze	OneHandedWeapon	True	True	1	2
SP_BattleaxeCrystal	Crystal Battleaxe	$item_battleaxe_crystal	TwoHandedWeapon	True	True	1	2.5
SP_BowDraugrFang	Draugr Fang	$item_bow_draugrfang	Bow	True	True	1	1.5
SP_CapeLinen	Linen Cape	$item_cape_linen	Shoulder	True	True	1	4
SP_CapeTrollHide	Troll Hide Cape	$item_cape_trollhide	Shoulder	True	True	1	4
SP_CapeWolf	Wolf Fur Cape	$item_cape_wolf	Shoulder	True	True	1	4
SP_HelmetBronze	Bronze Helmet	$item_helmet_bronze	Helmet	True	True	1	3
SP_KnifeSilver	Silver Knife	$item_knife_silver	OneHandedWeapon	True	True	1	0.3
SP_KnifeSkollAndHati	Skoll and Hati	$item_knife_skollandhati	TwoHandedWeapon	True	True	1	0.3
SP_ShieldBlackmetalTower	Black Metal Tower Shield	$item_shield_blackmetal_tower	Shield	True	True	1	5
SP_StaffFireball	Staff of Embers	$item_stafffireball	TwoHandedWeapon	True	True	1	0.3
SP_StaffLightning	Dundr	$item_staff_lightning	TwoHandedWeapon	True	True	1	1.5
SP_SwordBlackmetal	Black Metal Sword	$item_sword_blackmetal	OneHandedWeapon	True	True	1	0.8
StaffClusterbomb	Staff of Fracturing	$item_staffclusterbomb	TwoHandedWeapon	True	True	1	0.3
StaffFireball	Staff of Embers	$item_stafffireball	TwoHandedWeapon	True	True	1	0.3
StaffFrostOrbs	Northern Vengeance	$item_staff_frostorbs	TwoHandedWeaponLeft	True	True	1	0.3
StaffFrostOrbsUncooked	Cast: Northern Vengeance	$item_frostorbs_uncooked	Material	True	True	1	2.5
StaffGreenRoots	Staff of the Wild	$item_staffgreenroots	TwoHandedWeapon	True	True	1	0.3
StaffIceShards	Staff of Frost	$item_stafficeshards	TwoHandedWeapon	True	True	1	0.3
StaffLightning	Dundr	$item_staff_lightning	TwoHandedWeapon	True	True	1	1.5
StaffOrbofAhri	Echo Spike	$item_staff_orbofahri	TwoHandedWeapon	True	True	1	0.3
StaffOrbofAhriUncooked	Cast: Echo Spike	$item_staff_orbofahri_uncooked	Material	True	True	1	2.5
StaffRedTroll	Trollstav	$item_staffredtroll	TwoHandedWeapon	True	True	1	0.3
StaffShield	Staff of Protection	$item_staffshield	TwoHandedWeapon	True	True	1	0.3
StaffSkeleton	Dead Raiser	$item_staffskeleton	TwoHandedWeaponLeft	True	True	1	0.3
StaffSpiritCaller	Spirit Caller	$item_staff_spiritcaller	TwoHandedWeaponLeft	True	True	1	0.3
StaffSpiritCallerUncooked	Cast: Spirit Caller	$item_staff_spiritcaller_uncooked	Material	True	True	1	2.5
StaffThunderBlood	Lightning Strike	$item_staff_thunderblood	TwoHandedWeapon	True	True	1	0.3
StaffThunderbloodUncooked	Cast: Lightning Strike	$item_staff_thunderblood_uncooked	Material	True	True	1	2.5
staff_greenroots_tentaroot_attack	Dragur axe	Dragur axe	OneHandedWeapon	True	True	1	1
StaminaUpgrade_Greydwarf	Stamina Greydwarf	Stamina Greydwarf	Consumable	True	True	1	1
StaminaUpgrade_Troll	Stamina Troll	Stamina Troll	Consumable	True	True	1	1
StaminaUpgrade_Wraith	Stamina Wraith	Stamina Wraith	Consumable	True	True	1	1
Stone	Stone	$item_stone	Material	True	True	50	2
stonegolem_attack1_spike	Spike attack	Spike attack	OneHandedWeapon	True	True	1	1
stonegolem_attack2_left_groundslam	One hand ground slam	One hand ground slam	OneHandedWeapon	True	False	1	1
stonegolem_attack3_spikesweep	Spike sweep	Spike sweep	OneHandedWeapon	True	False	1	1
stonegolem_attack_doublesmash	slap	slap	OneHandedWeapon	True	False	1	1
stonegolem_attack_sonicboom_NOTUSED	slap	slap	OneHandedWeapon	True	False	1	1
StoneGolem_clubs			Chest	True	True	1	1
StoneGolem_hat			Helmet	True	True	1	1
StoneGolem_spikes			Chest	True	True	1	1
StoneRock	Rock	$item_stonerock	Material	True	True	50	2
SulfurStone	Sulfur	$item_sulfurstone	Material	True	True	50	2
SurtlingCore	Surtling Core	$item_surtlingcore	Material	True	True	10	5
Sword2h_JotunWarrior	Club	Club	OneHandedWeapon	False	True	1	1
SwordBlackmetal	Black Metal Sword	$item_sword_blackmetal	OneHandedWeapon	True	True	1	0.8
SwordBronze	Bronze Sword	$item_sword_bronze	OneHandedWeapon	True	True	1	0.8
SwordCheat	Cheat sword	Cheat sword	OneHandedWeapon	True	True	1	2
SwordDyrnwyn	Dyrnwyn	$item_sword_dyrnwyn	OneHandedWeapon	True	True	1	0.8
SwordGold	Nord Sword	$item_sword_gold	OneHandedWeapon	True	True	1	0.8
SwordGoldUncooked	Cast: Nord Sword	$item_sword_gold_uncooked	Material	True	True	1	0.8
SwordGold_BloodLightning	Thunderblood Sword	$item_sword_gold_bloodlightning	OneHandedWeapon	True	True	1	0.8
SwordGold_FrostFire	Frostfire Sword	$item_sword_gold_frostfire	OneHandedWeapon	True	True	1	0.8
SwordIron	Iron Sword	$item_sword_iron	OneHandedWeapon	True	True	1	0.8
SwordIronFire	Dyrnwyn	$item_sword_fire	OneHandedWeapon	True	True	1	1
SwordMistwalker	Mistwalker	$item_sword_mistwalker	OneHandedWeapon	True	True	1	0.8
SwordNiedhogg	Nidhögg	$item_sword_niedhogg	OneHandedWeapon	True	True	1	0.8
SwordNiedhoggBlood	Nidhögg the Bleeding	$item_sword_niedhogg_blood	OneHandedWeapon	True	True	1	0.8
SwordNiedhoggLightning	Nidhögg the Thundering	$item_sword_niedhogg_lightning	OneHandedWeapon	True	True	1	0.8
SwordNiedhoggNature	Nidhögg the Primal	$item_sword_niedhogg_nature	OneHandedWeapon	True	True	1	0.8
SwordSilver	Silver Sword	$item_sword_silver	OneHandedWeapon	True	True	1	1
SwordWood	Wooden Sword	$item_sword_wood	OneHandedWeapon	True	True	1	0.8
Tankard	Tankard	$item_tankard	OneHandedWeapon	True	True	1	1
